STATISTIC,Statistic Label,TLIST(A1),CensusYear,C02199V02655,Sex,Column1,Single Year of Age,UNIT,VALUE,AgeNum,Band
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,061,61 years,Number,2560,61,4-64
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,062,62 years,Number,2503,62,4-64
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,063,63 years,Number,2475,63,4-64
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,064,64 years,Number,2610,64,4-64
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,065,65 years,Number,2501,65,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,066,66 years,Number,2356,66,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,067,67 years,Number,2380,67,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,068,68 years,Number,2322,68,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,069,69 years,Number,2455,69,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,070,70 years,Number,2368,70,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,071,71 years,Number,2459,71,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,072,72 years,Number,2630,72,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,073,73 years,Number,2656,73,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,074,74 years,Number,2657,74,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,075,75 years,Number,2818,75,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,076,76 years,Number,2827,76,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,077,77 years,Number,2819,77,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,078,78 years,Number,2745,78,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,079,79 years,Number,2845,79,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,080,80 years,Number,2614,80,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,081,81 years,Number,2564,81,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,082,82 years,Number,2683,82,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,083,83 years,Number,2650,83,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,084,84 years,Number,2434,84,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,085,85 years,Number,2390,85,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,086,86 years,Number,2246,86,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,087,87 years,Number,2125,87,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,088,88 years,Number,1889,88,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,089,89 years,Number,1640,89,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,090,90 years,Number,1415,90,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,091,91 years,Number,1146,91,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,092,92 years,Number,967,92,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,093,93 years,Number,712,93,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,094,94 years,Number,498,94,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,095,95 years,Number,393,95,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,096,96 years,Number,300,96,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,097,97 years,Number,193,97,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,098,98 years,Number,142,98,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,099,99 years,Number,71,99,65+
F4006C13,"A difficulty with basic physical activities such as walking,  climbing stairs,reaching,lifting or carrying to some extent",2022,2022,2,Female,650,100 years and over,Number,146,100,65+
